,area,rent amount (R$)
8952,139,6700
8953,48,1350
8954,145,12000
8955,65,1350
8956,180,2700
8957,438,12000
8958,100,1979
8959,430,10000
8960,315,4000
8961,374,8250
8962,270,3920
8963,92,4200
8964,220,10000
8965,243,2000
8966,240,3400
8967,260,15000
8968,63,2050
8969,238,15000
8970,60,1900
8971,82,1600
8972,74,1000
8973,40,3500
8974,70,1100
8975,83,2050
8976,55,1350
8977,290,8000
8978,250,5000
8979,350,7500
8980,330,7650
8981,82,1500
8982,60,1420
8983,74,1900
8984,160,2400
8985,483,4900
8986,35,2999
8987,285,4500
8988,50,1100
8989,77,1950
8990,76,1600
8991,200,2800
8992,300,8500
8993,105,12000
8994,55,700
8995,75,1650
8996,276,7000
8997,70,1050
8998,460,9000
8999,135,6489
9000,64,1200
9001,76,700
9002,170,7200
9003,85,2150
9004,49,1000
9005,128,2000
9006,96,1610
9007,45,3000
9008,32,3250
9009,37,1500
9010,335,10000
9011,56,1500
9012,330,3147
9013,21,2800
9014,300,6500
9015,373,6800
9016,53,1200
9017,156,4900
9018,80,1250
9019,74,3300
9020,103,4200
9021,458,7000
9022,98,1500
9023,40,1000
9024,65,1300
9025,70,1300
9026,55,3200
9027,129,2500
9028,46,750
9029,225,4445
9030,215,4000
9031,100,2000
9032,68,1000
9033,82,1500
9034,90,2150
9035,250,9000
9036,392,10000
9037,134,7000
9038,53,510
9039,165,2500
9040,59,1400
9041,55,900
9042,80,1809
9043,71,3140
9044,200,5980
9045,47,1200
9046,78,6000
9047,70,1750
9048,44,3500
9049,56,1500
9050,70,1560
9051,150,4000
9052,60,2000
9053,200,5500
9054,250,10000
9055,250,5000
9056,40,1180
9057,117,3175
9058,104,650
9059,120,4500
9060,125,2968
9061,33,1900
9062,99,3500
9063,63,2600
9064,43,2000
9065,61,3160
9066,76,3700
9067,52,950
9068,39,1700
9069,126,2200
9070,305,5000
9071,80,2700
9072,85,1700
9073,74,2300
9074,130,2300
9075,113,3000
9076,108,5000
9077,270,10800
9078,111,2700
9079,142,2868
9080,48,1100
9081,76,2500
9082,42,2260
9083,500,12750
9084,375,4700
9085,690,9500
9086,172,7500
9087,15,700
9088,130,6500
9089,90,1700
9090,68,2700
9091,260,14000
9092,87,3560
9093,80,1500
9094,20,1800
9095,140,5000
9096,45,1300
9097,230,10000
9098,125,3000
9099,80,1360
9100,22,4500
9101,280,2167
9102,126,3200
9103,64,1620
9104,70,3800
9105,65,1200
9106,98,1050
9107,136,2700
9108,80,2465
9109,54,1000
9110,55,1000
9111,190,5100
9112,130,6500
9113,54,1932
9114,200,12000
9115,150,3600
9116,205,6000
9117,310,10400
9118,250,4500
9119,60,1100
9120,66,2980
9121,176,9500
9122,48,1300
9123,90,3490
9124,67,1700
9125,55,900
9126,50,1550
9127,140,4090
9128,18,880
9129,120,3250
9130,50,850
9131,220,4600
9132,25,3070
9133,230,2850
9134,80,2200
9135,180,7000
9136,62,1300
9137,440,10500
9138,200,4790
9139,180,5100
9140,300,5100
9141,360,6000
9142,55,2000
9143,400,15000
9144,19,1200
9145,326,4200
9146,240,2000
9147,35,1600
9148,110,1800
9149,103,9000
9150,273,10900
9151,250,8000
9152,67,1240
9153,45,4850
9154,19,1200
9155,90,2050
9156,143,8400
9157,75,2380
9158,115,2900
9159,100,2300
9160,63,4400
9161,70,2500
9162,80,2500
9163,215,5000
9164,75,2125
9165,35,1305
9166,400,3500
9167,109,1950
9168,75,1800
9169,23,2150
9170,172,8300
9171,73,2160
9172,25,750
9173,56,1050
9174,96,1648
9175,240,5900
9176,57,3500
9177,130,8700
9178,35,2800
9179,115,2300
9180,45,1040
9181,40,2390
9182,95,3500
9183,60,6000
9184,160,2800
9185,315,5000
9186,365,8800
9187,45,1100
9188,108,2125
9189,76,2200
9190,140,4000
9191,30,750
9192,50,1400
9193,16,850
9194,110,2100
9195,270,10800
9196,125,2700
9197,46,970
9198,55,2000
9199,82,1500
9200,42,1800
9201,285,6000
9202,76,1350
9203,338,4300
9204,300,10900
9205,30,4600
9206,320,8000
9207,80,1900
9208,43,1080
9209,102,3400
9210,47,1000
9211,120,12000
9212,178,7500
9213,27,1480
9214,174,2400
9215,40,1780
9216,64,2600
9217,252,2500
9218,85,870
9219,101,3200
9220,44,1350
9221,200,2380
9222,55,1000
9223,200,6400
9224,240,3800
9225,90,3170
9226,31,1330
9227,240,7200
9228,118,2500
9229,350,15000
9230,65,2090
9231,145,5800
9232,93,3400
9233,98,8400
9234,174,3600
9235,160,4700
9236,200,3700
9237,80,1850
9238,50,1490
9239,115,3100
9240,20,1800
9241,12732,1600
9242,38,3000
9243,42,1200
9244,380,6800
9245,70,1500
9246,37,1196
9247,31,1350
9248,156,10000
9249,100,4350
9250,50,750
9251,116,8000
9252,25,1200
9253,260,13000
9254,102,1600
9255,160,4210
9256,95,2200
9257,189,12000
9258,22,1900
9259,400,7000
9260,280,6500
9261,45,950
9262,50,1260
9263,61,1500
9264,100,1600
9265,78,2750
9266,140,5000
9267,220,3900
9268,105,1500
9269,550,7500
9270,250,14500
9271,30,1550
9272,90,2100
9273,110,2310
9274,65,2000
9275,160,3500
9276,34,3800
9277,65,950
9278,355,15000
9279,100,1200
9280,320,8500
9281,42,1900
9282,79,2800
9283,130,3000
9284,84,6000
9285,300,3800
9286,74,1700
9287,450,11500
9288,27,960
9289,84,2800
9290,93,5500
9291,58,2550
9292,130,1400
9293,35,2600
9294,156,5500
9295,250,5000
9296,109,1800
9297,40,807
9298,75,1280
9299,100,6300
9300,60,1210
9301,110,3200
9302,63,1000
9303,550,10000
9304,112,2670
9305,115,10000
9306,65,1100
9307,65,913
9308,200,4250
9309,46,1800
9310,320,7000
9311,140,3200
9312,87,4000
9313,78,2300
9314,25,2000
9315,50,2800
9316,40,1949
9317,30,500
9318,65,1100
9319,181,2400
9320,503,6000
9321,50,1200
9322,180,6500
9323,180,7200
9324,75,1600
9325,70,950
9326,40,2000
9327,100,1600
9328,22,2200
9329,50,1200
9330,90,4100
9331,150,3400
9332,20,3142
9333,120,3500
9334,50,1450
9335,93,1200
9336,18,1720
9337,30,1490
9338,80,1600
9339,46,1500
9340,90,1000
9341,75,2400
9342,136,3900
9343,30,1100
9344,58,1190
9345,95,1550
9346,39,550
9347,170,6000
9348,59,1000
9349,46,2500
9350,124,1200
9351,160,6200
9352,85,1600
9353,80,2499
9354,50,1600
9355,110,4500
9356,62,1050
9357,500,5510
9358,230,5900
9359,115,1750
9360,285,3000
9361,89,3800
9362,49,985
9363,500,15000
9364,35,3486
9365,58,1350
9366,300,6000
9367,58,700
9368,800,15000
9369,60,3300
9370,200,5525
9371,420,7225
9372,165,3000
9373,260,4500
9374,55,1600
9375,55,800
9376,47,1600
9377,38,1650
9378,60,1800
9379,90,1800
9380,70,1600
9381,41,3200
9382,35,3486
9383,70,3100
9384,43,900
9385,80,4000
9386,251,12000
9387,185,7100
9388,520,9000
9389,30,1150
9390,387,7000
9391,65,1820
9392,155,2650
9393,90,1380
9394,61,2200
9395,60,1100
9396,250,3600
9397,57,800
9398,36,2150
9399,231,12000
9400,67,2900
9401,120,4200
9402,215,7000
9403,100,2240
9404,50,1150
9405,40,1200
9406,20,1800
9407,96,4000
9408,42,985
9409,37,1600
9410,110,1453
9411,25,1200
9412,96,1600
9413,98,1580
9414,70,1050
9415,127,6300
9416,138,3000
9417,79,1664
9418,45,1030
9419,35,1100
9420,180,9000
9421,220,7900
9422,72,2100
9423,150,6000
9424,40,1300
9425,45,1756
9426,100,1400
9427,140,3700
9428,313,4500
9429,25,2600
9430,300,4080
9431,28,500
9432,249,6800
9433,112,1880
9434,50,900
9435,80,3000
9436,117,2000
9437,85,2800
9438,45,1275
9439,76,3400
9440,30,505
9441,20,950
9442,250,4500
9443,60,2514
9444,65,1300
9445,55,2230
9446,150,5500
9447,55,1700
9448,40,650
9449,27,2400
9450,99,2500
9451,100,4190
9452,425,11000
9453,44,1340
9454,76,1400
9455,100,6650
9456,380,8500
9457,292,11480
9458,350,5670
9459,420,6460
9460,100,5000
9461,80,1150
9462,61,1700
9463,48,700
9464,100,2000
9465,50,2895
9466,141,4320
9467,25,620
9468,60,800
9469,75,880
9470,45,1598
9471,74,2700
9472,38,950
9473,47,2200
9474,63,2114
9475,33,900
9476,40,3400
9477,180,2800
9478,56,1510
9479,250,13040
9480,400,7000
9481,120,3250
9482,200,6800
9483,200,7225
9484,63,2500
9485,54,3850
9486,80,1615
9487,110,3000
9488,88,6835
9489,90,1890
9490,291,5400
9491,48,1400
9492,70,2100
9493,193,9000
9494,170,1440
9495,30,1200
9496,86,6500
9497,50,700
9498,40,1100
9499,72,2500
9500,47,1000
9501,60,1200
9502,55,2410
9503,462,7600
9504,280,6500
9505,230,10000
9506,100,2300
9507,69,1400
9508,50,3400
9509,71,2190
9510,163,3000
9511,450,7500
9512,29,1042
9513,70,2140
9514,40,850
9515,22,800
9516,299,6300
9517,73,2520
9518,440,5950
9519,330,3911
9520,600,3300
9521,195,10000
9522,62,2000
9523,230,11050
9524,64,1090
9525,60,1400
9526,76,3300
9527,230,5800
9528,200,2300
9529,25,1800
9530,90,3000
9531,100,3000
9532,382,3200
9533,68,1450
9534,120,1800
9535,85,1600
9536,108,3000
9537,100,2900
9538,42,1700
9539,336,12500
9540,200,13000
9541,50,750
9542,30,1550
9543,35,1950
9544,100,2956
9545,112,8389
9546,40,2156
9547,58,1900
9548,250,4000
9549,62,1250
9550,65,2200
9551,120,3250
9552,22,1800
9553,35,1100
9554,102,3200
9555,500,7225
9556,20,1800
9557,79,2600
9558,23,2150
9559,360,8500
9560,470,3700
9561,70,1300
9562,450,9500
9563,73,3500
9564,204,8000
9565,400,12000
9566,115,1400
9567,111,4000
9568,120,4500
9569,65,2300
9570,39,2500
9571,70,1400
9572,35,1500
9573,60,1100
9574,50,680
9575,221,10850
9576,130,4300
9577,310,8000
9578,33,1500
9579,45,800
9580,45,850
9581,105,2360
9582,280,3500
9583,50,2500
9584,30,1250
9585,50,1450
9586,70,1900
9587,30,1500
9588,132,2400
9589,250,3500
9590,147,2100
9591,159,7100
9592,230,3200
9593,75,1450
9594,250,15000
9595,620,15000
9596,118,2250
9597,440,10500
9598,55,1195
9599,482,9180
9600,550,15000
9601,55,3000
9602,140,3500
9603,28,1850
9604,103,2200
9605,53,1270
9606,300,9800
9607,190,7110
9608,99,3650
9609,84,1600
9610,161,3600
9611,53,950
9612,16,1390
9613,36,3000
9614,50,2300
9615,70,1800
9616,105,1000
9617,30,1350
9618,216,8000
9619,50,1250
9620,250,7000
9621,230,2460
9622,157,4500
9623,150,4740
9624,110,2200
9625,193,13100
9626,114,4998
9627,92,1900
9628,75,2660
9629,270,1429
9630,80,2000
9631,90,2142
9632,130,2500
9633,40,860
9634,60,2127
9635,64,1500
9636,80,8000
9637,45,800
9638,60,4000
9639,277,7800
9640,57,6000
9641,23,2300
9642,73,2500
9643,36,2150
9644,88,1450
9645,197,2800
9646,175,2400
9647,400,9000
9648,260,5000
9649,80,1100
9650,190,4500
9651,65,1800
9652,50,1250
9653,136,8900
9654,96,1710
9655,155,3350
9656,384,8000
9657,144,5500
9658,135,13800
9659,25,1000
9660,55,2200
9661,250,7000
9662,66,2140
9663,240,15000
9664,176,9500
9665,88,3500
9666,70,2600
9667,127,2600
9668,201,10000
9669,60,3250
9670,42,2800
9671,65,1400
9672,20,1100
9673,118,2550
9674,98,5510
9675,505,8600
9676,110,5000
9677,75,2100
9678,50,750
9679,93,800
9680,230,3000
9681,300,5000
9682,80,1450
9683,144,4900
9684,299,1942
9685,168,13000
9686,120,1450
9687,135,2900
9688,39,980
9689,211,4500
9690,160,5200
9691,60,1150
9692,45,1900
9693,120,2900
9694,136,3579
9695,140,3990
9696,380,4080
9697,62,2200
9698,35,3290
9699,100,4280
9700,60,1300
9701,95,2000
9702,25,1200
9703,255,2800
9704,180,7600
9705,59,1510
9706,420,12000
9707,125,5000
9708,80,1800
9709,37,742
9710,110,2200
9711,150,3100
9712,31,1750
9713,100,1500
9714,100,1710
9715,56,2500
9716,75,1100
9717,166,2200
9718,129,3800
9719,80,6000
9720,204,7000
9721,303,10250
9722,221,12830
9723,75,1080
9724,44,520
9725,50,1100
9726,95,3150
9727,75,1020
9728,48,2200
9729,114,3500
9730,75,2000
9731,220,6300
9732,100,2500
9733,380,15000
9734,50,1850
9735,50,1050
9736,80,2400
9737,45,3000
9738,250,12750
9739,44,3300
9740,50,4500
9741,156,2000
9742,42,2326
9743,570,12000
9744,67,880
9745,264,6440
9746,350,3100
9747,54,2800
9748,400,2300
9749,420,6320
9750,50,750
9751,93,2150
9752,350,10000
9753,135,2690
9754,32,1290
9755,52,2390
9756,250,10000
9757,60,3000
9758,109,1150
9759,200,5800
9760,38,2400
9761,30,1330
9762,215,12000
9763,340,9600
9764,30,2900
9765,850,12000
9766,90,1800
9767,180,12000
9768,60,2165
9769,50,1850
9770,280,3500
9771,48,3300
9772,42,1800
9773,210,3050
9774,70,1400
9775,100,12000
9776,520,15000
9777,253,4500
9778,60,950
9779,210,2860
9780,66,1650
9781,190,12500
9782,17,2200
9783,157,4500
9784,40,1600
9785,100,1500
9786,238,5000
9787,102,1100
9788,188,2930
9789,50,750
9790,250,9500
9791,139,1300
9792,125,7700
9793,40,1200
9794,65,7500
9795,68,1500
9796,85,3100
9797,200,15000
9798,94,2600
9799,38,2500
9800,105,2000
9801,67,950
9802,104,9000
9803,50,1900
9804,145,4500
9805,225,2300
9806,20,1800
9807,170,5200
9808,30,1630
9809,75,1100
9810,75,1189
9811,250,6970
9812,120,2500
9813,45,1901
9814,225,7500
9815,245,7000
9816,50,1350
9817,350,7000
9818,117,4870
9819,80,1100
9820,340,9800
9821,60,1000
9822,250,5950
9823,45,1160
9824,57,1100
9825,30,3500
9826,70,1500
9827,55,1850
9828,35,1800
9829,75,2150
9830,156,4000
9831,90,1500
9832,90,2500
9833,200,15000
9834,86,2372
9835,60,3500
9836,50,990
9837,108,5600
9838,48,2630
9839,100,6502
9840,48,800
9841,67,1550
9842,120,9240
9843,250,3824
9844,49,1760
9845,140,4500
9846,105,3120
9847,60,920
9848,300,10040
9849,93,2500
9850,72,2330
9851,60,820
9852,250,4200
9853,160,6300
9854,104,4000
9855,66,1000
9856,148,15000
9857,1000,15000
9858,120,1500
9859,100,3500
9860,114,3600
9861,153,6300
9862,164,12500
9863,65,2040
9864,270,5500
9865,225,4500
9866,124,5900
9867,68,882
9868,96,5100
9869,210,4700
9870,750,13000
9871,70,2954
9872,15,700
9873,33,3300
9874,311,9000
9875,160,7700
9876,158,3000
9877,62,980
9878,105,1200
9879,250,8000
9880,47,2200
9881,90,2300
9882,295,9500
9883,133,3550
9884,220,8880
9885,70,2400
9886,101,2400
9887,320,2900
9888,802,15000
9889,28,2300
9890,35,1170
9891,115,4300
9892,70,4200
9893,157,3800
9894,40,750
9895,205,7000
9896,75,1600
9897,126,3650
9898,19,1200
9899,130,3500
9900,360,3000
9901,102,1700
9902,290,2500
9903,47,1150
9904,130,2200
9905,75,1500
9906,84,1700
9907,25,2200
9908,36,2500
9909,260,3300
9910,140,7500
9911,400,5650
9912,47,1490
9913,240,12500
9914,800,15000
9915,160,8500
9916,103,3500
9917,55,1680
9918,300,11000
9919,67,3120
9920,175,7650
9921,100,3170
9922,80,1000
9923,60,1300
9924,154,12000
9925,120,2500
9926,160,3950
9927,105,3700
9928,110,3500
9929,58,1050
9930,60,1700
9931,80,2900
9932,35,1170
9933,22,900
9934,93,2400
9935,263,13000
9936,150,3600
9937,20,1800
9938,250,3500
9939,510,5000
9940,57,1950
9941,58,2400
9942,200,2100
9943,387,6400
9944,200,4500
9945,52,900
9946,275,8850
9947,76,2740
9948,70,3290
9949,68,2200
9950,108,5500
9951,114,1700
9952,90,1900
9953,20,500
9954,51,1000
9955,550,14000
9956,36,650
9957,230,11500
9958,35,1500
9959,700,12000
9960,140,6000
9961,77,2000
9962,75,1500
9963,110,2200
9964,29,1341
9965,84,1500
9966,132,10990
9967,170,4900
9968,26,800
9969,73,850
9970,114,1600
9971,68,2000
9972,82,1200
9973,30,1200
9974,69,2100
9975,33,3413
9976,84,5300
9977,620,4860
9978,90,3090
9979,284,5500
9980,268,3500
9981,100,3600
9982,24,1420
9983,64,1817
9984,34,2800
9985,86,2400
9986,54,7500
9987,128,1400
9988,250,3500
9989,295,6200
9990,80,2500
9991,500,15000
9992,120,761
9993,136,1274
9994,170,2500
9995,386,6500
9996,19,1200
9997,550,14000
9998,384,10000
9999,48,750
10000,98,3080
10001,50,1100
10002,53,2100
10003,32,1990
10004,47,3200
10005,65,1440
10006,56,3958
10007,140,3950
10008,45,1100
10009,21,1200
10010,70,5500
10011,120,11500
10012,90,3700
10013,25,2000
10014,198,4000
10015,80,5000
10016,40,2800
10017,53,1000
10018,75,2300
10019,60,1300
10020,142,5440
10021,160,7609
10022,26,1600
10023,81,1150
10024,50,1900
10025,62,1050
10026,55,1020
10027,298,8450
10028,55,720
10029,82,1500
10030,40,2200
10031,106,2400
10032,335,4913
10033,60,3400
10034,128,3297
10035,250,6000
10036,500,9240
10037,120,2750
10038,300,6500
10039,33,2110
10040,177,4000
10041,126,2350
10042,287,3800
10043,250,8000
10044,200,4700
10045,235,4700
10046,247,3400
10047,100,1800
10048,230,3260
10049,350,11000
10050,600,6000
10051,187,8400
10052,32,3000
10053,40,920
10054,20,1000
10055,250,3520
10056,210,5000
10057,46,1950
10058,104,4000
10059,32,1600
10060,115,4500
10061,64,2500
10062,280,11500
10063,80,1500
10064,98,4500
10065,70,1800
10066,40,1300
10067,200,2000
10068,600,5500
10069,65,4900
10070,320,5000
10071,50,1150
10072,42,2400
10073,71,1600
10074,50,720
10075,160,1700
10076,70,1500
10077,187,14000
10078,186,4100
10079,76,700
10080,50,1650
10081,260,3300
10082,200,15000
10083,35,1850
10084,130,6200
10085,20,1800
10086,78,1380
10087,50,750
10088,476,6100
10089,68,3400
10090,110,1400
10091,52,4000
10092,360,12500
10093,70,1300
10094,500,15000
10095,96,1000
10096,54,2800
10097,41,2387
10098,130,2820
10099,87,6675
10100,340,6000
10101,120,2200
10102,90,1480
10103,55,4950
10104,160,3100
10105,30,900
10106,103,1400
10107,45,1500
10108,300,4500
10109,72,3700
10110,70,2240
10111,133,7000
10112,50,1449
10113,69,1100
10114,42,2000
10115,55,1300
10116,117,2400
10117,56,2540
10118,50,1000
10119,450,10000
10120,62,1260
10121,300,10000
10122,141,3800
10123,44,950
10124,40,2400
10125,230,4500
10126,278,10000
10127,35,1100
10128,130,3400
10129,264,14450
10130,93,1750
10131,69,2200
10132,72,1800
10133,66,2000
10134,44,1400
10135,227,2550
10136,100,3400
10137,90,1800
10138,20,1800
10139,70,2600
10140,135,4200
10141,450,9000
10142,217,3000
10143,300,3200
10144,84,6300
10145,272,3990
10146,43,1050
10147,400,4500
10148,48,900
10149,71,892
10150,100,10660
10151,225,6500
10152,280,3000
10153,62,1300
10154,330,10500
10155,90,2000
10156,60,1230
10157,67,2810
10158,287,10000
10159,156,6400
10160,273,9000
10161,320,9000
10162,330,9000
10163,50,900
10164,15,908
10165,100,1240
10166,50,1510
10167,60,1000
10168,40,1950
10169,312,6300
10170,86,3007
10171,280,9850
10172,260,11900
10173,68,800
10174,58,800
10175,68,1650
10176,60,2600
10177,47,520
10178,87,1173
10179,51,3250
10180,120,1450
10181,52,2280
10182,56,960
10183,50,647
10184,1000,6800
10185,36,3800
10186,260,3455
10187,55,1700
10188,150,1650
10189,146,7000
10190,320,12000
10191,70,2200
10192,69,2000
10193,100,1600
10194,50,2800
10195,33,1650
10196,230,5500
10197,120,5600
10198,55,1800
10199,20,2800
10200,55,1100
10201,46,1100
10202,48,1550
10203,95,1670
10204,330,10000
10205,50,1300
10206,79,1000
10207,60,830
10208,35,1000
10209,550,10500
10210,380,8000
10211,85,2190
10212,50,1900
10213,167,9000
10214,60,1000
10215,147,11000
10216,113,3000
10217,136,6100
10218,25,500
10219,50,1300
10220,173,1950
10221,272,7000
10222,70,1300
10223,57,1400
10224,350,4000
10225,311,15000
10226,71,3000
10227,90,3000
10228,500,1280
10229,250,5380
10230,369,15000
10231,100,3500
10232,240,2890
10233,230,9240
10234,125,3000
10235,70,1500
10236,40,1000
10237,300,7900
10238,79,1600
10239,46,2400
10240,40,1490
10241,50,2308
10242,235,5500
10243,480,15000
10244,123,2450
10245,100,2750
10246,400,7500
10247,75,1850
10248,45,3400
10249,50,1600
10250,137,2000
10251,45,1800
10252,60,1800
10253,68,1500
10254,66,1275
10255,52,2800
10256,460,7320
10257,100,6800
10258,52,1200
10259,42,950
10260,127,4000
10261,72,1599
10262,82,2230
10263,250,8500
10264,30,1300
10265,600,15000
10266,67,1700
10267,67,2230
10268,41,2300
10269,300,8000
10270,50,1100
10271,75,1900
10272,50,1000
10273,65,800
10274,129,5155
10275,100,5850
10276,116,2700
10277,300,9000
10278,45,3300
10279,43,2000
10280,25,1610
10281,410,4000
10282,126,3000
10283,350,15000
10284,25,1750
10285,48,1260
10286,300,8820
10287,80,2800
10288,163,6400
10289,93,1550
10290,65,3600
10291,47,2000
10292,260,6000
10293,80,1510
10294,37,2220
10295,126,2400
10296,220,2602
10297,160,12000
10298,100,1700
10299,29,2900
10300,192,15000
10301,60,1300
10302,40,1100
10303,339,15000
10304,115,3250
10305,27,3000
10306,47,2200
10307,197,6502
10308,44,3450
10309,226,12000
10310,100,2900
10311,300,7500
10312,75,1700
10313,160,4000
10314,53,500
10315,80,1105
10316,43,2200
10317,330,4500
10318,353,10000
10319,52,1340
10320,185,3280
10321,90,960
10322,48,950
10323,82,3800
10324,90,1631
10325,42,800
10326,290,2600
10327,350,5000
10328,110,3200
10329,50,1200
10330,45,5520
10331,70,1400
10332,50,1490
10333,45,2349
10334,180,2760
10335,65,908
10336,50,3900
10337,250,9500
10338,90,2000
10339,39,1430
10340,180,10000
10341,72,1200
10342,300,7500
10343,45,3200
10344,84,6000
10345,228,4800
10346,126,3200
10347,260,5000
10348,230,4500
10349,160,2580
10350,90,2600
10351,136,3000
10352,109,2300
10353,437,13500
10354,400,10000
10355,90,1950
10356,120,2800
10357,23,1100
10358,45,1000
10359,51,3500
10360,150,2050
10361,200,6800
10362,25,1184
10363,47,2460
10364,340,12500
10365,252,3300
10366,72,1200
10367,159,3500
10368,270,6800
10369,80,1360
10370,700,8500
10371,96,6500
10372,134,8000
10373,60,1550
10374,87,3337
10375,45,1200
10376,350,7000
10377,40,702
10378,110,4600
10379,180,2800
10380,800,15000
10381,61,4000
10382,60,2350
10383,25,550
10384,84,2300
10385,84,1600
10386,220,6800
10387,300,4700
10388,269,14000
10389,98,3500
10390,65,3400
10391,139,8000
10392,480,3600
10393,60,1400
10394,50,1305
10395,70,1400
10396,80,2000
10397,100,11000
10398,194,3500
10399,250,2000
10400,120,4113
10401,80,2000
10402,73,1480
10403,122,2360
10404,24,680
10405,37,761
10406,60,1600
10407,55,1250
10408,300,9000
10409,140,2600
10410,500,15000
10411,100,1100
10412,60,980
10413,40,3500
10414,70,2600
10415,60,1300
10416,350,15000
10417,258,5000
10418,220,8000
10419,120,9000
10420,223,5500
10421,43,1800
10422,215,4800
10423,39,1450
10424,35,1400
10425,15,1100
10426,600,3750
10427,600,6800
10428,52,1658
10429,200,2650
10430,200,2900
10431,47,2200
10432,60,2023
10433,57,4150
10434,57,4500
10435,76,1600
10436,130,2149
10437,96,2290
10438,70,1000
10439,90,1997
10440,85,1515
10441,25,1650
10442,40,1000
10443,71,3000
10444,120,1300
10445,62,1600
10446,215,7000
10447,190,4500
10448,190,6450
10449,220,5000
10450,373,8500
10451,900,15000
10452,100,1600
10453,180,3000
10454,100,5000
10455,58,2100
10456,110,5000
10457,100,6028
10458,75,2450
10459,78,1900
10460,152,5200
10461,42,1200
10462,50,1200
10463,150,2640
10464,56,2800
10465,250,3200
10466,197,9000
10467,348,7511
10468,300,5000
10469,300,5500
10470,60,1800
10471,200,7000
10472,900,15000
10473,50,1400
10474,63,900
10475,80,800
10476,600,7000
10477,456,3080
10478,44,3200
10479,35,4000
10480,399,12000
10481,100,3700
10482,40,1500
10483,100,1250
10484,90,960
10485,150,3100
10486,55,2600
10487,135,3200
10488,350,3800
10489,88,1700
10490,75,2800
10491,128,12000
10492,30,2000
10493,132,3300
10494,100,1500
10495,50,1740
10496,121,2650
10497,279,4420
10498,37,4700
10499,240,2500
10500,164,6300
10501,65,5000
10502,127,2000
10503,78,3200
10504,65,900
10505,66,1000
10506,185,12000
10507,420,9000
10508,70,3000
10509,37,1500
10510,30,750
10511,300,3200
10512,72,3990
10513,230,3600
10514,52,900
10515,26,500
10516,113,3000
10517,178,1660
10518,60,1700
10519,189,4100
10520,250,3825
10521,120,5500
10522,237,5000
10523,168,13200
10524,20,1800
10525,55,700
10526,90,2550
10527,190,1300
10528,44,940
10529,210,4000
10530,230,15000
10531,300,6500
10532,400,15000
10533,273,4250
10534,200,5000
10535,121,3750
10536,40,2200
10537,55,1824
10538,120,2190
10539,144,4000
10540,60,1000
10541,60,1500
10542,49,1235
10543,107,4270
10544,202,3500
10545,60,5440
10546,156,2000
10547,100,2200
10548,70,3200
10549,45,3850
10550,100,1400
10551,52,3000
10552,120,5000
10553,80,2350
10554,320,8000
10555,90,3000
10556,139,4200
10557,400,3650
10558,320,9000
10559,63,2273
10560,40,1200
10561,135,2600
10562,100,1870
10563,274,13000
10564,70,5000
10565,240,4000
10566,97,720
10567,270,7500
10568,160,6500
10569,20,1100
10570,55,716
10571,45,1020
10572,85,680
10573,130,5500
10574,95,2300
10575,70,1600
10576,65,6000
10577,150,1930
10578,93,1500
10579,30,1000
10580,200,8000
10581,350,15000
10582,140,4000
10583,431,15000
10584,50,991
10585,70,1340
10586,260,8000
10587,500,5000
10588,114,2000
10589,90,1000
10590,350,9000
10591,190,3200
10592,90,2000
10593,340,8000
10594,160,2500
10595,45,1190
10596,60,1840
10597,66,3800
10598,60,1390
10599,180,5500
10600,200,4900
10601,160,4320
10602,55,2600
10603,290,8770
10604,33,2500
10605,100,1700
10606,340,5200
10607,70,3800
10608,80,1000
10609,53,650
10610,70,1710
10611,411,5500
10612,240,5500
10613,300,8000
10614,67,1030
10615,120,3500
10616,40,1810
10617,169,3200
10618,200,6141
10619,360,2190
10620,400,15000
10621,60,1600
10622,250,4600
10623,47,2200
10624,48,1200
10625,92,1700
10626,140,3000
10627,22,450
10628,140,3000
10629,83,3700
10630,380,5500
10631,200,3800
10632,18,1090
10633,290,15000
10634,115,2900
10635,100,2455
10636,250,2430
10637,84,8700
10638,120,4000
10639,95,2600
10640,27,3500
10641,58,999
10642,40,700
10643,90,1450
10644,65,1100
10645,400,6300
10646,300,9100
10647,249,7000
10648,80,1200
10649,60,1343
10650,190,8000
10651,95,3100
10652,125,1490
10653,107,11000
10654,40,2090
10655,170,5000
10656,140,5200
10657,20,850
10658,39,1700
10659,150,3500
10660,52,950
10661,250,2200
10662,238,4500
10663,90,1600
10664,310,6000
10665,55,1600
10666,60,2700
10667,75,1250
10668,24,870
10669,340,12000
10670,165,2710
10671,84,2900
10672,126,2580
10673,220,2400
10674,135,3300
10675,250,2700
10676,40,1200
10677,38,1000
10678,141,10140
10679,61,4000
10680,156,2200
10681,230,11000
10682,160,3300
10683,280,4000
10684,98,3900
10685,83,7521
10686,150,13500
10687,63,1478
10688,285,15000
10689,70,6000
10690,120,12000
10691,80,1400
